Opp ID,Opp Name,Type,Stage,Product Flag,CRM Region,Close Date,Start Date,Created Date,Qualified Date,Net New ACV (USD),Opp Owner,Account Owner,Week Start,Days from Qualified,Type,Reporting Region,Reporting Manager,Forecast Category
122,OPP - 122 - Net New,Net New,Stage 3,Core,AMER,6/30/2025,6/30/2025,3/13/2025,3/13/2025,"$26,460",REP 33,REP 33,03/10/2025,109,Not Run-Rate,AMER,Susan Bones,Best Case
123,OPP - 123 - Renewal,Renewal,Stage 2,Core,AMER,6/27/2025,6/27/2025,9/29/2023,04/09/2025,"$25,636",REP 43,REP 43,04/07/2025,637,Not Run-Rate,AMER,Filius Flitwick,Pipeline
124,OPP - 124 - Renewal,Renewal,Stage 6,Sign,AMER,7/22/2025,3/26/2025,7/22/2024,08/12/2024,"$25,384",REP 34,REP 34,08/12/2024,365,Not Run-Rate,AMER,Rubeus Hagrid,Commit
125,OPP - 125 - Net New,Net New,Stage 2,Core,JAPAN,09/01/2025,09/01/2025,5/16/2024,5/16/2024,"$25,325",REP 5,REP 5,5/13/2024,473,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
126,OPP - 126 - Net New,Net New,Stage 3,Dash,AMER,8/29/2025,3/28/2025,03/04/2025,03/04/2025,"$25,200",REP 16,NOT ASSIGNED,03/03/2025,178,Not Run-Rate,DASH,Remus Lupin,Pipeline
127,OPP - 127 - Net New,Net New,Stage 3,Core,AMER,6/30/2025,12/31/2025,02/03/2025,2/13/2025,"$25,039",REP 15,REP 15,02/10/2025,147,Not Run-Rate,AMER,Hermione Granger,Pipeline
128,OPP - 128 - Net New,Net New,Stage 2,Core,JAPAN,09/01/2025,05/01/2025,9/25/2024,9/25/2024,"$24,838",REP 7,REP 7,9/23/2024,341,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
129,OPP - 129 - Renewal,Renewal,Stage 3,Core,AMER,6/28/2025,6/28/2025,06/07/2024,2/18/2025,"$24,401",REP 10,REP 10,2/17/2025,386,Not Run-Rate,AMER,Susan Bones,Pipeline
130,OPP - 130 - Net New,Net New,Stage 2,Core,AMER,9/30/2025,1/31/2025,12/04/2024,12/04/2024,"$24,000",REP 32,NOT ASSIGNED,12/02/2024,300,Not Run-Rate,AMER,Hermione Granger,Pipeline
131,OPP - 131 - Net New,Net New,Stage 2,Core,AMER,5/30/2025,05/01/2025,04/08/2025,04/08/2025,"$24,000",REP 15,REP 15,04/07/2025,52,Not Run-Rate,AMER,Hermione Granger,Pipeline
132,OPP - 132 - Renewal,Renewal,Stage 2,Core,AMER,6/30/2025,6/30/2025,07/10/2024,07/11/2024,"$24,000",REP 22,REP 22,07/08/2024,355,Not Run-Rate,AMER,Filius Flitwick,Pipeline
133,OPP - 133 - Upsell,Upsell,Stage 2,Dash,JAPAN,6/30/2025,6/30/2025,04/06/2025,04/06/2025,"$23,663",REP 5,REP 5,04/04/2025,85,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
134,OPP - 134 - Renewal,Renewal,Stage 4,Core,AMER,6/23/2025,6/23/2025,09/10/2024,7/20/2023,"$23,100",REP 3,REP 19,7/17/2023,286,Not Run-Rate,AMER,Susan Bones,Best Case
135,OPP - 135 - Net New,Net New,Stage 2,Sign,AMER,8/29/2025,08/01/2025,08/08/2024,08/08/2024,"$22,865",REP 44,REP 44,08/05/2024,386,Not Run-Rate,AMER,Cho Chang,Pipeline
136,OPP - 136 - Renewal,Renewal,Stage 3,Core,EMEA,5/26/2025,5/26/2025,5/27/2024,11/13/2024,"$22,647",REP 45,REP 45,11/11/2024,364,Not Run-Rate,EMEA,Terry Boot,Pipeline
137,OPP - 137 - Net New,Net New,Stage 3,Core,AMER,6/30/2025,4/18/2025,02/12/2025,02/12/2025,"$22,620",REP 3,REP 19,02/10/2025,138,Not Run-Rate,AMER,Susan Bones,Pipeline
138,OPP - 138 - Renewal,Renewal,Stage 4,Core,JAPAN,5/24/2025,5/24/2025,5/23/2024,1/20/2025,"$22,618",REP 5,REP 5,1/20/2025,366,Not Run-Rate,JAPAN,Colin Creevey,Best Case
139,OPP - 139 - Upsell,Upsell,Stage 3,Core,AMER,6/28/2025,07/01/2025,10/17/2024,10/17/2024,"$22,513",REP 8,REP 8,10/14/2024,254,Not Run-Rate,AMER,Filius Flitwick,Pipeline
140,OPP - 140 - Net New,Net New,Stage 2,Core,EMEA,6/30/2025,01/06/2025,09/05/2024,09/05/2024,"$22,455",REP 9,REP 9,09/02/2024,298,Not Run-Rate,EMEA,Amelia Bones,Pipeline
141,OPP - 141 - Net New,Net New,Stage 2,Core,EMEA,05/02/2025,05/02/2025,3/27/2025,3/27/2025,"$22,001",REP 46,REP 46,3/24/2025,36,Not Run-Rate,EMEA,Ron Weasley,Pipeline
142,OPP - 142 - Upsell,Upsell,Stage 2,Core,AMER,6/30/2025,6/30/2025,12/20/2024,12/20/2024,"$21,601",REP 25,REP 25,12/16/2024,192,Not Run-Rate,AMER,Harry Potter,Pipeline
143,OPP - 143 - Net New,Net New,Stage 2,Sign,AMER,07/01/2025,6/30/2025,3/18/2025,3/18/2025,"$21,600",REP 47,REP 47,3/17/2025,105,Not Run-Rate,AMER,Cho Chang,Pipeline
144,OPP - 144 - Net New,Net New,Stage 2,Dash,EMEA,6/20/2025,6/20/2025,04/07/2025,04/07/2025,"$21,587",REP 24,REP 24,04/07/2025,74,Not Run-Rate,EMEA,Amelia Bones,Pipeline
145,OPP - 145 - Net New,Net New,Stage 2,Dash,EMEA,6/20/2025,6/20/2025,04/07/2025,04/07/2025,"$21,587",REP 24,REP 24,04/07/2025,74,Not Run-Rate,EMEA,Amelia Bones,Pipeline
146,OPP - 146 - Upsell,Upsell,Stage 5,Core,APAC,4/14/2025,4/14/2025,2/21/2025,2/21/2025,"$21,565",REP 30,REP 30,2/17/2025,52,Not Run-Rate,APAC,Severus Snape,Commit
147,OPP - 147 - Net New,Net New,Stage 2,Dash,AMER,4/25/2025,04/11/2025,1/15/2025,04/08/2025,"$21,240",REP 4,REP 15,04/07/2025,100,Not Run-Rate,AMER,Hermione Granger,Pipeline
148,OPP - 148 - Net New,Net New,Stage 2,Dash,AMER,5/30/2025,3/28/2025,2/25/2025,2/26/2025,"$21,240",REP 4,NOT ASSIGNED,2/24/2025,94,Not Run-Rate,DASH,Remus Lupin,Pipeline
149,OPP - 149 - Net New,Net New,Stage 2,Core,AMER,6/30/2025,6/30/2025,3/17/2025,3/17/2025,"$21,000",REP 20,REP 20,3/17/2025,105,Not Run-Rate,AMER,Filius Flitwick,Pipeline
150,OPP - 150 - Net New,Net New,Stage 3,Dash,AMER,6/30/2025,6/30/2025,9/17/2024,9/17/2024,"$21,000",REP 16,REP 36,9/16/2024,286,Not Run-Rate,AMER,Harry Potter,Pipeline
151,OPP - 151 - Net New,Net New,Stage 3,Dash,AMER,5/30/2025,3/28/2025,1/15/2025,1/15/2025,"$21,000",REP 4,NOT ASSIGNED,1/13/2025,135,Not Run-Rate,DASH,Remus Lupin,Pipeline
152,OPP - 152 - Net New,Net New,Stage 3,Dash,AMER,6/20/2025,6/20/2025,04/06/2025,04/06/2025,"$21,000",REP 16,REP 43,04/04/2025,75,Not Run-Rate,AMER,Filius Flitwick,Pipeline
153,OPP - 153 - Net New,Net New,Stage 3,Core,AMER,6/30/2025,6/30/2025,04/01/2025,04/01/2025,"$20,800",REP 14,REP 14,3/31/2025,90,Not Run-Rate,AMER,Hermione Granger,Pipeline
154,OPP - 154 - Net New,Net New,Stage 2,Dash,APAC,4/25/2025,4/25/2025,2/24/2025,2/24/2025,"$20,588",REP 16,REP 23,2/24/2025,60,Not Run-Rate,APAC,Severus Snape,Pipeline
155,OPP - 155 - Net New,Net New,Stage 2,Dash,APAC,4/25/2025,4/25/2025,2/28/2025,2/28/2025,"$20,588",REP 4,REP 82,2/24/2025,56,Not Run-Rate,APAC,Severus Snape,Pipeline
156,OPP - 156 - Net New,Net New,Stage 2,Dash,EMEA,9/30/2025,3/31/2025,2/27/2025,2/27/2025,"$20,104",REP 13,NOT ASSIGNED,2/24/2025,215,Not Run-Rate,DASH,Remus Lupin,Pipeline
157,OPP - 157 - Renewal,Renewal,Stage 2,Core,AMER,6/21/2025,6/21/2025,6/21/2022,1/29/2024,"$20,012",REP 40,REP 48,1/29/2024,1096,Not Run-Rate,AMER,Harry Potter,Pipeline
158,OPP - 158 - Net New,Net New,Stage 2,Core,AMER,6/30/2025,6/30/2025,3/21/2025,3/21/2025,"$19,800",REP 35,REP 35,3/17/2025,101,Not Run-Rate,AMER,Hermione Granger,Pipeline
159,OPP - 159 - Net New,Net New,Stage 3,Core,AMER,5/30/2025,4/30/2025,3/27/2025,3/27/2025,"$19,800",REP 35,REP 35,3/24/2025,64,Not Run-Rate,AMER,Hermione Granger,Pipeline
160,OPP - 160 - Net New,Net New,Stage 2,Core,AMER,6/30/2025,6/30/2025,2/25/2025,2/25/2025,"$19,584",REP 22,REP 22,2/24/2025,125,Not Run-Rate,AMER,Filius Flitwick,Pipeline
161,OPP - 161 - Upsell,Upsell,Stage 3,Core,AMER,6/30/2025,02/11/2025,02/11/2025,02/11/2025,"$19,500",REP 28,REP 28,02/10/2025,139,Not Run-Rate,AMER,Susan Bones,Pipeline
162,OPP - 162 - Upsell,Upsell,Stage 4,Dash,AMER,5/29/2025,3/31/2025,01/10/2025,01/10/2025,"$19,301",REP 27,REP 22,01/06/2025,139,Not Run-Rate,AMER,Filius Flitwick,Best Case
163,OPP - 163 - Net New,Net New,Stage 2,Send,AMER,5/14/2025,09/04/2024,02/01/2024,02/01/2024,"$19,200",REP 48,REP 48,1/29/2024,468,Not Run-Rate,AMER,Harry Potter,Pipeline
164,OPP - 164 - Net New,Net New,Stage 3,Sign,AMER,7/31/2025,02/05/2024,02/05/2024,02/05/2024,"$19,200",REP 10,REP 10,02/05/2024,542,Not Run-Rate,AMER,Susan Bones,Pipeline
165,OPP - 165 - Net New,Net New,Stage 5,Core,AMER,4/30/2025,1/15/2025,7/24/2024,7/24/2024,"$19,080",REP 1,REP 1,7/22/2024,280,Not Run-Rate,AMER,Rubeus Hagrid,Best Case
166,OPP - 166 - Net New,Net New,Stage 3,Dash,EMEA,4/30/2025,4/30/2025,10/15/2024,10/16/2024,"$18,948",REP 13,REP 17,10/14/2024,197,Not Run-Rate,EMEA,Amelia Bones,Pipeline
167,OPP - 167 - Net New,Net New,Stage 4,Core,AMER,7/31/2025,2/24/2025,12/02/2024,12/02/2024,"$18,720",REP 14,REP 14,12/02/2024,241,Not Run-Rate,AMER,Hermione Granger,Best Case
168,OPP - 168 - Net New,Net New,Stage 3,Core,EMEA,6/30/2025,5/16/2025,1/30/2025,1/30/2025,"$18,496",REP 49,REP 49,1/27/2025,151,Not Run-Rate,EMEA,Ron Weasley,Pipeline
169,OPP - 169 - Upsell,Upsell,Stage 2,Core,AMER,6/28/2025,6/17/2025,10/21/2024,10/24/2024,"$18,346",REP 36,REP 36,10/21/2024,250,Not Run-Rate,AMER,Harry Potter,Pipeline
170,OPP - 170 - Renewal,Renewal,Stage 5,Core,AMER,6/30/2025,6/30/2025,9/28/2022,11/02/2023,"$18,150",REP 8,REP 8,10/30/2023,1006,Not Run-Rate,AMER,Filius Flitwick,Commit
171,OPP - 171 - Net New,Net New,Stage 2,Dash,APAC,6/20/2025,6/20/2025,2/28/2025,2/28/2025,"$18,060",REP 16,NOT ASSIGNED,2/24/2025,112,Not Run-Rate,DASH,Remus Lupin,Pipeline
172,OPP - 172 - Renewal,Renewal,Stage 2,Core,AMER,7/19/2025,7/19/2025,7/14/2022,11/02/2023,"$18,058",REP 19,REP 19,10/30/2023,1101,Not Run-Rate,AMER,Susan Bones,Pipeline
173,OPP - 173 - Net New,Net New,Stage 2,Dash,AMER,6/30/2025,07/01/2025,3/21/2025,3/21/2025,"$18,000",REP 50,REP 50,3/17/2025,101,Not Run-Rate,AMER,Harry Potter,Best Case
174,OPP - 174 - Net New,Net New,Stage 2,Dash,EMEA,6/20/2025,6/20/2025,04/08/2025,04/08/2025,"$17,989",REP 24,REP 24,04/07/2025,73,Not Run-Rate,EMEA,Amelia Bones,Pipeline
175,OPP - 175 - Net New,Net New,Stage 4,Core,AMER,6/30/2025,6/30/2025,2/19/2025,03/12/2025,"$17,888",REP 14,REP 14,03/10/2025,131,Not Run-Rate,AMER,Hermione Granger,Best Case
176,OPP - 176 - Upsell,Upsell,Stage 2,Dash,EMEA,5/16/2025,5/16/2025,01/09/2025,1/15/2025,"$17,876",REP 13,REP 17,1/13/2025,127,Not Run-Rate,EMEA,Amelia Bones,Pipeline
177,OPP - 177 - Net New,Net New,Stage 2,Dash,AMER,05/09/2025,05/09/2025,3/25/2025,04/10/2025,"$17,700",REP 4,NOT ASSIGNED,04/07/2025,45,Not Run-Rate,DASH,Remus Lupin,Pipeline
178,OPP - 178 - Net New,Net New,Stage 2,Dash,AMER,5/19/2025,5/19/2025,04/04/2025,04/09/2025,"$17,700",REP 4,NOT ASSIGNED,04/07/2025,45,Not Run-Rate,DASH,Remus Lupin,Pipeline
179,OPP - 179 - Upsell,Upsell,Stage 2,Dash,EMEA,5/30/2025,4/30/2025,01/09/2025,04/02/2025,"$17,637",REP 13,REP 24,3/31/2025,141,Not Run-Rate,EMEA,Amelia Bones,Pipeline
180,OPP - 180 - Net New,Net New,Stage 2,Core,JAPAN,6/23/2025,6/23/2025,11/14/2024,11/14/2024,"$17,626",REP 5,REP 5,11/11/2024,221,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
181,OPP - 181 - Renewal,Renewal,Stage 2,Core,EMEA,9/30/2025,9/30/2025,9/29/2023,10/22/2024,"$17,620",REP 46,REP 46,10/21/2024,732,Not Run-Rate,EMEA,Amelia Bones,Pipeline
182,OPP - 182 - Renewal,Renewal,Stage 2,Dash,EMEA,06/01/2025,06/01/2025,6/13/2024,3/13/2025,"$17,607",REP 51,REP 51,03/10/2025,353,Not Run-Rate,EMEA,Cho Chang,Pipeline
183,OPP - 183 - Upsell,Upsell,Stage 5,Core,AMER,6/22/2025,6/22/2025,3/24/2025,3/24/2025,"$17,477",REP 33,REP 33,3/24/2025,90,Not Run-Rate,AMER,Susan Bones,Commit
184,OPP - 184 - Net New,Net New,Stage 3,Sign,AMER,07/01/2025,6/30/2025,3/17/2025,3/17/2025,"$17,280",REP 47,REP 47,3/17/2025,106,Not Run-Rate,AMER,Cho Chang,Pipeline
185,OPP - 185 - Net New,Net New,Stage 5,Sign,AMER,4/30/2025,1/15/2025,09/10/2024,09/10/2024,"$17,279",REP 1,REP 1,09/09/2024,232,Not Run-Rate,AMER,Rubeus Hagrid,Commit
186,OPP - 186 - Renewal,Renewal,Stage 3,Sign,AMER,6/26/2025,6/26/2025,5/21/2024,3/18/2025,"$17,255",REP 52,REP 52,3/17/2025,401,Not Run-Rate,AMER,Rubeus Hagrid,Pipeline
187,OPP - 187 - Renewal,Renewal,Stage 2,Core,EMEA,06/09/2025,06/09/2025,6/17/2024,04/04/2025,"$17,238",REP 17,REP 17,3/31/2025,357,Not Run-Rate,EMEA,Amelia Bones,Pipeline
188,OPP - 188 - Renewal,Renewal,Stage 2,Send,AMER,09/01/2025,09/01/2025,09/06/2023,09/07/2023,"$17,155",REP 44,REP 44,09/04/2023,726,Not Run-Rate,AMER,Cho Chang,Pipeline
189,OPP - 189 - Renewal,Renewal,Stage 3,Core,AMER,9/27/2025,06/05/2025,06/05/2024,06/05/2024,"$17,010",REP 53,REP 53,06/03/2024,479,Not Run-Rate,AMER,Cho Chang,Pipeline
190,OPP - 190 - Net New,Net New,Stage 2,Core,AMER,6/20/2025,6/20/2025,2/18/2025,2/18/2025,"$16,909",REP 43,REP 43,2/17/2025,122,Not Run-Rate,AMER,Filius Flitwick,Pipeline
191,OPP - 191 - Upsell,Upsell,Stage 2,Core,AMER,7/31/2025,9/30/2024,08/07/2024,08/07/2024,"$16,800",REP 10,REP 10,08/05/2024,358,Not Run-Rate,AMER,Susan Bones,Pipeline
192,OPP - 192 - Upsell,Upsell,Stage 3,Dash,AMER,4/25/2025,04/07/2025,01/10/2025,01/10/2025,"$16,800",REP 16,REP 12,01/06/2025,105,Not Run-Rate,AMER,Harry Potter,Pipeline
193,OPP - 193 - Net New,Net New,Stage 3,Dash,AMER,5/30/2025,5/30/2025,1/15/2025,1/15/2025,"$16,800",REP 16,REP 16,1/13/2025,135,Not Run-Rate,DASH,Remus Lupin,Pipeline
194,OPP - 194 - Net New,Net New,Stage 2,Core,EMEA,7/31/2025,7/31/2025,02/04/2025,02/04/2025,"$16,594",REP 17,REP 17,02/03/2025,177,Not Run-Rate,EMEA,Amelia Bones,Pipeline
195,OPP - 195 - Net New,Net New,Stage 2,Dash,EMEA,6/30/2025,6/30/2025,04/09/2025,04/09/2025,"$16,535",REP 51,REP 51,04/07/2025,82,Not Run-Rate,EMEA,Cho Chang,Pipeline
196,OPP - 196 - Net New,Net New,Stage 2,Sign,AMER,6/30/2025,2/27/2025,1/28/2025,1/28/2025,"$16,500",REP 2,REP 2,1/27/2025,153,Not Run-Rate,AMER,Hermione Granger,Pipeline
197,OPP - 197 - Net New,Net New,Stage 3,Send,AMER,7/31/2025,7/31/2025,02/10/2025,02/10/2025,"$16,200",REP 10,REP 10,02/10/2025,171,Not Run-Rate,AMER,Susan Bones,Pipeline
198,OPP - 198 - Renewal,Renewal,Stage 5,Core,AMER,6/19/2025,6/19/2025,6/19/2024,03/10/2025,"$16,200",REP 33,REP 33,03/10/2025,365,Not Run-Rate,AMER,Susan Bones,Commit
199,OPP - 199 - Renewal,Renewal,Stage 5,Core,AMER,7/16/2025,7/16/2025,7/22/2024,1/29/2025,"$16,177",REP 33,REP 33,1/27/2025,359,Not Run-Rate,AMER,Susan Bones,Commit
200,OPP - 200 - Renewal,Renewal,Stage 5,Core,AMER,5/23/2025,5/23/2025,4/26/2024,3/25/2025,"$16,170",REP 54,REP 54,3/24/2025,392,Not Run-Rate,AMER,Filius Flitwick,Best Case
201,OPP - 201 - Net New,Net New,Stage 2,Sign,EMEA,5/30/2025,04/01/2025,10/16/2024,10/17/2024,"$16,007",REP 26,REP 26,10/14/2024,226,Not Run-Rate,EMEA,Ron Weasley,Pipeline
202,OPP - 202 - Net New,Net New,Stage 2,Sign,AMER,6/30/2025,07/01/2025,03/06/2025,03/06/2025,"$15,840",REP 2,REP 2,03/03/2025,116,Not Run-Rate,AMER,Hermione Granger,Pipeline
203,OPP - 203 - Net New,Net New,Stage 2,Core,AMER,5/23/2025,5/23/2025,04/10/2025,04/10/2025,"$15,840",REP 55,REP 55,04/07/2025,43,Not Run-Rate,AMER,Cho Chang,Pipeline
204,OPP - 204 - Net New,Net New,Stage 2,Core,AMER,4/30/2025,4/14/2025,3/17/2025,3/17/2025,"$15,750",REP 15,REP 15,3/17/2025,44,Not Run-Rate,AMER,Hermione Granger,Pipeline
205,OPP - 205 - Renewal,Renewal,Stage 3,Core,AMER,5/19/2025,5/19/2025,5/20/2024,1/22/2025,"$15,732",REP 56,REP 56,1/20/2025,364,Not Run-Rate,AMER,Cho Chang,Pipeline
206,OPP - 206 - Upsell,Upsell,Stage 6,Sign,AMER,04/03/2025,04/03/2025,04/05/2025,04/05/2025,"$15,684",REP 52,REP 52,04/04/2025,-2,Not Run-Rate,AMER,Rubeus Hagrid,Commit
207,OPP - 207 - Net New,Net New,Stage 4,Sign,AMER,6/30/2025,05/01/2025,03/11/2025,3/13/2025,"$15,678",REP 32,REP 32,03/10/2025,111,Not Run-Rate,AMER,Hermione Granger,Best Case
208,OPP - 208 - Renewal,Renewal,Stage 2,Dash,EMEA,05/09/2025,05/09/2025,5/14/2024,1/16/2025,"$15,600",REP 51,REP 51,1/13/2025,360,Not Run-Rate,EMEA,Cho Chang,Pipeline
209,OPP - 209 - Upsell,Upsell,Stage 5,Core,AMER,6/30/2025,6/30/2025,04/01/2025,04/01/2025,"$15,598",REP 57,REP 57,3/31/2025,90,Not Run-Rate,AMER,Cho Chang,Commit
210,OPP - 210 - Net New,Net New,Stage 2,Core,JAPAN,09/01/2025,09/01/2025,1/16/2025,1/16/2025,"$15,584",REP 7,REP 7,1/13/2025,228,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
211,OPP - 211 - Upsell,Upsell,Stage 3,Dash,EMEA,4/30/2025,4/30/2025,01/09/2025,1/15/2025,"$15,540",REP 13,NOT ASSIGNED,1/13/2025,111,Not Run-Rate,DASH,Remus Lupin,Pipeline
212,OPP - 212 - Net New,Net New,Stage 6,Core,AMER,4/15/2025,3/17/2025,1/23/2025,1/23/2025,"$15,435",REP 29,REP 37,1/20/2025,82,Not Run-Rate,AMER,Susan Bones,Commit
213,OPP - 213 - Net New,Net New,Stage 2,Sign,APAC,5/30/2025,12/15/2024,9/15/2024,10/07/2024,"$15,422",REP 23,REP 23,10/07/2024,257,Not Run-Rate,APAC,Severus Snape,Pipeline
214,OPP - 214 - Net New,Net New,Stage 2,Core,AMER,6/30/2025,3/30/2025,11/08/2024,11/08/2024,"$15,360",REP 22,REP 22,11/04/2024,234,Not Run-Rate,AMER,Filius Flitwick,Pipeline
215,OPP - 215 - Renewal,Renewal,Stage 2,Dash,EMEA,6/21/2025,6/21/2025,6/21/2024,09/02/2024,"$15,310",REP 51,REP 51,09/02/2024,365,Not Run-Rate,EMEA,Cho Chang,Pipeline
216,OPP - 216 - Net New,Net New,Stage 2,Core,JAPAN,9/25/2025,07/01/2024,5/14/2023,5/14/2023,"$15,195",REP 11,REP 11,05/12/2023,865,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
217,OPP - 217 - Net New,Net New,Stage 2,Core,JAPAN,07/01/2025,07/01/2025,1/22/2025,1/22/2025,"$15,195",REP 7,REP 7,1/20/2025,160,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
218,OPP - 218 - Renewal,Renewal,Stage 4,Core,AMER,05/08/2025,05/08/2025,05/08/2024,04/03/2025,"$15,075",REP 25,REP 48,3/31/2025,365,Not Run-Rate,AMER,Harry Potter,Best Case
219,OPP - 219 - Net New,Net New,Stage 2,Core,AMER,7/31/2025,04/01/2025,2/26/2025,2/26/2025,"$15,000",REP 32,REP 32,2/24/2025,155,Not Run-Rate,AMER,Hermione Granger,Pipeline
220,OPP - 220 - Net New,Net New,Stage 3,Dash,AMER,7/31/2025,3/28/2025,1/14/2025,1/16/2025,"$15,000",REP 21,REP 48,1/13/2025,198,Not Run-Rate,AMER,Harry Potter,Pipeline
221,OPP - 221 - Net New,Net New,Stage 3,Core,AMER,6/30/2025,3/24/2025,2/27/2025,2/27/2025,"$15,000",REP 28,REP 28,2/24/2025,123,Not Run-Rate,AMER,Susan Bones,Pipeline
222,OPP - 222 - Net New,Net New,Stage 3,Core,AMER,5/30/2025,5/30/2025,3/13/2025,3/13/2025,"$15,000",REP 35,REP 35,03/10/2025,78,Not Run-Rate,AMER,Hermione Granger,Pipeline
223,OPP - 223 - Net New,Net New,Stage 2,Dash,AMER,07/01/2025,05/01/2025,3/20/2025,3/20/2025,"$14,868",REP 58,REP 58,3/17/2025,103,Not Run-Rate,AMER,Harry Potter,Pipeline
224,OPP - 224 - Net New,Net New,Stage 3,Dash,AMER,06/01/2025,06/02/2025,04/04/2025,04/04/2025,"$14,868",REP 58,REP 58,3/31/2025,58,Not Run-Rate,AMER,Harry Potter,Pipeline
225,OPP - 225 - Net New,Net New,Stage 3,Sign,AMER,7/31/2025,08/01/2025,01/10/2025,01/10/2025,"$14,818",REP 6,REP 6,01/06/2025,202,Not Run-Rate,AMER,Cho Chang,Pipeline
226,OPP - 226 - Net New,Net New,Stage 2,Sign,AMER,5/30/2025,4/14/2025,3/14/2025,3/14/2025,"$14,784",REP 50,REP 48,03/10/2025,77,Not Run-Rate,AMER,Harry Potter,Best Case
227,OPP - 227 - Upsell,Upsell,Stage 2,Core,JAPAN,6/30/2025,6/28/2025,7/31/2023,7/31/2023,"$14,587",REP 5,REP 5,7/31/2023,700,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
228,OPP - 228 - Net New,Net New,Stage 2,Sign,AMER,6/30/2025,4/30/2025,04/03/2025,04/03/2025,"$14,520",REP 2,REP 2,3/31/2025,88,Not Run-Rate,AMER,Hermione Granger,Pipeline
229,OPP - 229 - Upsell,Upsell,Stage 2,Core,AMER,7/31/2025,9/30/2024,10/17/2024,10/17/2024,"$14,400",REP 10,REP 10,10/14/2024,287,Not Run-Rate,AMER,Susan Bones,Omitted
230,OPP - 230 - Net New,Net New,Stage 2,Core,AMER,6/20/2025,02/03/2025,12/11/2024,12/11/2024,"$14,400",REP 42,REP 42,12/09/2024,191,Not Run-Rate,AMER,Filius Flitwick,Pipeline
231,OPP - 231 - Upsell,Upsell,Stage 4,Dash,APAC,6/13/2025,6/13/2025,2/13/2025,2/13/2025,"$14,400",REP 16,REP 23,02/10/2025,120,Not Run-Rate,APAC,Severus Snape,Best Case
232,OPP - 232 - Renewal,Renewal,Stage 2,Core,AMER,6/20/2025,6/20/2025,08/05/2024,3/19/2025,"$14,280",REP 43,REP 43,3/17/2025,319,Not Run-Rate,AMER,Filius Flitwick,Pipeline
233,OPP - 233 - Net New,Net New,Stage 2,Dash,AMER,6/30/2025,3/24/2025,12/18/2024,12/18/2024,"$14,160",REP 41,REP 41,12/16/2024,194,Not Run-Rate,AMER,Rubeus Hagrid,Pipeline
234,OPP - 234 - Net New,Net New,Stage 2,Dash,AMER,6/13/2025,3/13/2025,03/06/2025,04/10/2025,"$14,160",REP 4,REP 81,04/07/2025,99,Not Run-Rate,DASH,Remus Lupin,Pipeline
235,OPP - 235 - Net New,Net New,Stage 2,Dash,AMER,05/12/2025,05/12/2025,3/31/2025,04/03/2025,"$14,160",REP 27,REP 83,3/31/2025,42,Not Run-Rate,DASH,Remus Lupin,Pipeline
236,OPP - 236 - Net New,Net New,Stage 2,Core,EMEA,07/01/2025,10/31/2024,5/30/2024,5/30/2024,"$14,034",REP 9,REP 9,5/27/2024,397,Not Run-Rate,EMEA,Amelia Bones,Pipeline
237,OPP - 237 - Net New,Net New,Stage 3,Core,EMEA,9/30/2025,1/31/2025,10/18/2024,10/18/2024,"$14,034",REP 9,REP 9,10/14/2024,347,Not Run-Rate,EMEA,Amelia Bones,Pipeline
238,OPP - 238 - Renewal,Renewal,Stage 2,Core,AMER,08/01/2025,08/01/2025,08/01/2024,8/20/2024,"$14,004",REP 36,REP 36,8/19/2024,365,Not Run-Rate,AMER,Harry Potter,Pipeline
239,OPP - 239 - Renewal,Renewal,Stage 2,Core,AMER,8/15/2025,8/15/2025,07/06/2022,11/02/2023,"$13,838",REP 50,REP 50,10/30/2023,1136,Not Run-Rate,AMER,Harry Potter,Pipeline
240,OPP - 240 - Net New,Net New,Stage 2,Send,JAPAN,5/29/2025,06/02/2025,03/11/2025,03/11/2025,"$13,777",REP 11,REP 11,03/10/2025,79,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
241,OPP - 241 - Net New,Net New,Stage 3,Core,AMER,4/30/2025,4/30/2025,3/27/2025,3/27/2025,"$13,642",REP 35,REP 35,3/24/2025,34,Not Run-Rate,AMER,Hermione Granger,Pipeline
242,OPP - 242 - Renewal,Renewal,Stage 2,Core,AMER,6/27/2025,6/27/2025,6/28/2024,3/19/2025,"$13,608",REP 42,REP 42,3/17/2025,364,Not Run-Rate,AMER,Filius Flitwick,Pipeline
243,OPP - 243 - Renewal,Renewal,Stage 5,Core,AMER,05/09/2025,05/09/2025,05/10/2024,5/17/2024,"$13,608",REP 12,REP 12,5/13/2024,364,Not Run-Rate,AMER,Harry Potter,Commit
